discoveries	discoveries update
look	examining tile {'x': 37, 'y': 14, 'glyph': '@', 'color': 'white', 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 54, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
pickup	getting desirable items
inventory	requested inventory update
look	examining tile {'x': 37, 'y': 14, 'glyph': '@', 'color': 'white', 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}, {'label': 'an orcish helm', 'qty': 1, 'name': 'orcish helm', 'erosion': 0}, {'label': 'an orcish dagger', 'qty': 1, 'name': 'orcish dagger', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 55, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 54}
wear	making use of g | wearing better armor
inventory	requested inventory update
pickup	getting desirable items
inventory	requested inventory update
pickup	getting desirable items
inventory	requested inventory update
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
autotravel	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
move	new or desired item at {'x': 37, 'y': 14, 'glyph': '%', 'color': None, 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 4, 'items': [{'label': 'a goblin corpse', 'qty': 1, 'name': 'goblin corpse', 'erosion': 0}], 'deaths': [(53, {'x': 37, 'y': 14, 'known': 52, 'first-known': 50, 'glyph': 'o', 'color': None, 'type': {'tags': {'orc', 'infravision', 'collect', 'humanoid', 'omnivore', 'infravisible'}, 'color': None, 'ac': 10, 'speed': 6, 'difficulty': 0, 'resistances': set(), 'name': 'goblin', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 400, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 100, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 54, 'walked': 58, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 55}
