discoveries	discoveries update
move	hitting {'x': 15, 'y': 9, 'known': 2368, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 15, 'y': 9, 'known': 2368, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 15, 'y': 9, 'known': 2369, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 15, 'y': 9, 'known': 2369, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 15, 'y': 9, 'known': 2369, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 15, 'y': 9, 'known': 2369, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 15, 'y': 9, 'known': 2370, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 15, 'y': 9, 'known': 2370, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 15, 'y': 9, 'known': 2371, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 15, 'y': 9, 'known': 2371, 'first-known': 2366, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
move	hitting {'x': 17, 'y': 6, 'known': 2373, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 17, 'y': 6, 'known': 2373, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 17, 'y': 6, 'known': 2373, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 17, 'y': 6, 'known': 2373, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
search	baiting monsters | targetting enemy {'x': 17, 'y': 5, 'known': 2374, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 17, 'y': 6, 'known': 2375, 'first-known': 2375, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False} | targetting enemy {'x': 17, 'y': 6, 'known': 2375, 'first-known': 2375, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False}
move	hitting {'x': 17, 'y': 6, 'known': 2375, 'first-known': 2375, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 17, 'y': 6, 'known': 2375, 'first-known': 2375, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
search	baiting monsters | targetting enemy {'x': 17, 'y': 5, 'known': 2376, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 17, 'y': 6, 'known': 2377, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False} | targetting enemy {'x': 17, 'y': 6, 'known': 2377, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False}
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 17, 'y': 6, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 4, 'items': [], 'deaths': [(2374, {'x': 17, 'y': 6, 'known': 2373, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}), (2376, {'x': 17, 'y': 6, 'known': 2375, 'first-known': 2375, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}), (2377, {'x': 17, 'y': 6, 'known': 2377, 'first-known': 2372, 'glyph': 'Z', 'color': 'green', 'type': {'tags': {'infravision', 'hostile', 'elf', 'follows', 'mindless', 'undead', 'humanoid', 'breathless'}, 'color': 'green', 'ac': 9, 'speed': 6, 'difficulty': 3, 'resistances': {'poison', 'cold', 'sleep'}, 'name': 'elf zombie', 'alignment': -3, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 800, 'glyph': 'Z', 'sounds': 'silent', 'attacks': [{'type': 'claw', 'damage-type': 'physical', 'dices': 1, 'sides': 7}], 'nutrition': 175, 'gen-flags': {'no-corpse', 'sgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'white', 'first-walked': 2364, 'walked': 2378, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
search	staying in more favourable position | targetting enemy {'x': 9, 'y': 11, 'known': 2425, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False}
move	hitting {'x': 9, 'y': 10, 'known': 2425, 'first-known': 2420, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2425, 'first-known': 2420, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False}
search	staying in more favourable position | targetting enemy {'x': 9, 'y': 11, 'known': 2426, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 9, 'y': 10, 'known': 2427, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2427, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 10, 'known': 2428, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2428, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 10, 'known': 2428, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2428, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
